masked_celphone_number,hashed_celphone_number,date,text,carrier
+63930****728,f91104b7-ea82-3086-a560-26ef527b8386,40:30.1,"[Epicwin ]: Hi EPIC Member !

CNY BONUS Alert !!
Deposit and claim 20% FREE up to 500 P limited claim!!

Trusted website : EpicWin4.tv",TNT
+63909****064,00576512-b130-391e-8a92-b21ff7cbb8ac,02:49.9,"You can get up to 3000P cash by downloading. New users can enjoy 100% cash bonus when they recharge!
mini777.tv",TNT
+63985****374,0e569f81-78dd-3953-88fb-b50f245d1be5,53:20.2,"You can get up to 3000P cash by downloading. New users can enjoy 100% cash bonus when they recharge!
mini777.tv",Smart/TNT
+63946****688,729879a8-4a80-3ee2-8f45-cd27c8c172e4,41:37.3,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. ytbp.bid",TNT
+63985****124,57137d01-d7d2-39b8-bd51-c6f87ee32bf0,53:07.8,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. gcrd.bid",Smart/TNT
+63985****680,1d60adb2-e11c-3e4e-9c02-61fc839a5314,39:59.3,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. ytbp.bid",Smart/TNT
+63910****417,c62e0a6c-b459-3a02-9a9d-2579884aa573,47:27.0,"You can get up to 3000P cash by downloading. New users can enjoy 100% cash bonus when they recharge!
mini777.tv",TNT
+63964****331,25d1ac82-7023-3df0-addd-57d701b8acfb,31:03.1,"Banco De Oro

You're having issues with account security. Please review them at tera.vin/OnlineBDO_Secured

Sincerely,
BANCO DE ORO",Globe
+63963****158,3e70d7fd-5705-3e5c-83b5-b4d6bbd4ad4b,08:35.6,"GCash Alert!

Please be advised that we are asking everyone to update their account to avoid deactivation.

Update here: gcash-important-advisory.website",Smart/TNT
+63985****306,b2e6dc5c-ba66-3e8a-a076-9390b4877345,08:20.3,"You can get up to 3000P cash by downloading. New users can enjoy 100% cash bonus when they recharge!
mini777.tv",Smart/TNT
+63963****139,85caaf05-a901-3984-b709-bc8a9ea1d304,31:02.8,"The SuperSugar Win is back! Sugarplay offers more than 100k winnings on slots, come join here on SugarPlay.tv and be the next winner!",Smart/TNT
+63963****930,d268d7f3-3be2-3bef-8715-cfc6eaed70a0,22:51.1,"[ Betso88 x Epicwin ]: Hi EPIC Member !

ATTENTION !!
Dont forget to claim your FREE CREDIT in Inbox !!

Trusted website : EpicWin5.tv",Smart/TNT
+63946****458,04c7a3b0-7a65-3d57-873b-543fbe1547c0,51:07.9,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. jueb.bid",TNT
+63964****098,397f0faa-ad3c-358d-9a25-5c74b028b1fa,00:54.3,"LunarFortunes which could let you win an amount of 168,888 Okada staycation and even an IPHONE15! here on cbhome.tv/bonus",Globe
+63948****418,164713ea-058d-3ba5-a2cd-e0b2150084b3,48:24.1,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qytb.bid",TNT
+63964****394,47cca260-517d-353d-9918-e982473acb88,14:48.7,"Congratulations GCash User! You have received P15,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-appmoney.website/claim Thank you for choosing GCash App.",Globe
+63985****991,351a134c-3b25-34b6-a28c-6c8e56c124e2,08:38.1,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. ghoo.bid",Smart/TNT
+63985****356,6135f51f-d849-379c-aa9c-9e036e8085cd,34:44.2,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. gbcz.bid",Smart/TNT
+63985****323,ad6c0fc5-6069-3403-8b77-847c59c3fb50,22:34.5,"Mag-recharge ng 100P sa unang pagkakataon at makakuha ng 166P
okwin.tv",Smart/TNT
225655759,c30fb04f-ec2f-347d-a02c-f0bd643499c8,46:12.0,Valid,<unknown>
+63963****812,1b80c9b0-5cdd-3ad4-ad05-528d1e92c45c,15:52.7,"Congratulations GCash User! You have received P15,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-appcash.website/rewards Thank you for choosing GCash App.",Smart/TNT
+63951****163,14d62ea2-39fd-3263-89e5-311776926564,44:34.1,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot2.tv",Smart
+63985****123,8c885d0e-c866-3426-a3b7-b4e67b5ed824,53:08.6,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qatm.bid,Smart/TNT
+63985****123,7f003cd3-b1da-3ac8-8171-0f241e445bcc,53:08.6,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qatm.bid,Smart/TNT
+63948****725,901f59d6-9d3e-32b8-b921-e8c3dc9782f0,47:33.1,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. wanp.bid,TNT
+63985****432,26b23058-9852-3ab3-87dc-730000d1e184,55:19.0,New Player Free 2570P! PAGCOR Licensed! Official Jili!Cashout 10 Min! Play in GCash PlayZoneph3.tv,Smart/TNT
+63985****162,b61ae76e-77f6-3808-ac8e-ca1b59741889,09:24.8,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. htka.bid",Smart/TNT
+63951****145,53380630-0ed9-372c-8197-ef0563680a0a,31:49.2,"Today's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot2.tv",Smart
+63950****012,9b6415e4-46eb-310d-8ea7-bf7802b1f174,21:43.2,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhmg.bid",TNT
+63950****594,aeb80420-19b6-37b4-ae1a-8196a6873806,15:09.1,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",TNT
+63950****729,c88679df-512b-3ccc-ab4c-eefbb56fdc3a,08:22.3,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",TNT
+63963****460,e1c49369-f154-36c7-bb46-5722d8dd7f0d,33:09.1,Begin your journey to prosperity! Grab the New User Giveaway at JILI747! 8000p + 888p. Let luck guide your adventures at JILi747a.tv,Smart/TNT
+63985****360,67db8c45-4d65-30df-8a1b-d504f5a42990,10:06.4,The latest and most JILI popular games are 100% legal. Join for free and get 88p: suo.yt/XcF6KFz,Smart/TNT
+63981****848,f1a157d5-725e-3228-9644-f13f6a62746a,25:05.0,Begin your journey to prosperity! Grab the New User Giveaway at JILI747! 8000p + 888p. Let luck guide your adventures at JILi747c.tv,Smart
+63963****346,f4340c70-07ec-30c2-a1ef-6433ec3eb47f,05:27.2,"Banco De Oro

You're having issues with account security. Please review them at shot.vin/Secured_BDO

Sincerely, BANCO DE ORO",Smart/TNT
+63963****126,44f1e51e-92c4-38d8-a8aa-63406ceda720,53:04.1,"""We received your interest in applying for a Unionbank Credit Card.

We are now processing your application.

Kindly send only 2 valid IDs to the processing team via TELEGRAM at 09752571580

Once we receive your ID, please wait for our verification call.""",Smart/TNT
+63946****130,fb4378cb-c767-32a9-b1d1-a23398454a93,30:56.2,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. mmyy.bid",TNT
+63985****683,afdc3d0d-b006-39b3-9b63-b795ae6088ca,37:34.1,"Get Today Now, 25th PayDay Blast Free 6,888p Bonus on GoJackpot! Be Ready Too for Friday Bonus 6,888p on Tomorrow! New Player, Free 777p + 177p at GoJackpot1.tv",Smart/TNT
+63964****359,eb02a206-78b3-39af-81c8-2faa7dbabc0d,29:57.8,Manalo ng malaking premyo arawaraw up to 188kBonus 9910.оренбург.рус,Globe
+63963****496,85c77a5a-76c3-36ce-b463-6a4a972c6acb,38:48.1,"Banco De Oro

You're having issues with account security. Please review them at shot.vin/Online_BDO

Sincerely, BANCO DE ORO",Smart/TNT
+63951****353,df87d3c2-82ec-37ce-8654-b15c397f339d,44:03.5,Level up your luck at JILI747! New players revel in 8000p + 888p. Let luck be your guide for thrilling adventures at jili747.icu,Smart
+63985****159,7d145f01-44b5-3187-98dd-4e8765d4eb8a,41:05.5,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/ONLINEBDO",Smart/TNT
+63985****663,9a232776-64e3-390f-bc2f-e1ca2d7e2413,05:20.2,Level up your luck at JILI747! New players revel in 8000p + 888p. Let luck be your guide for thrilling adventures at jili747c.icu,Smart/TNT
+63964****486,bf1e7f95-c4c2-35eb-af52-92e378b46c86,48:49.4,100K grand prize with CBs Red Prosperity Pouches! 9910.омск.рус,Globe
+63963****837,3d83819d-e7d2-32c4-a9b5-f42d03df7c08,03:13.3,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/BDO_Online",Smart/TNT
+63970****546,ba44de7e-39f8-3fb9-ad21-62bffbc14d68,48:09.0,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action wil result in account termination within 24 hours. Update here pub.vin/BDO-Recovery",Smart
+63985****384,a8c2383e-1e82-3ced-9599-b9913bb6edbe,09:12.8,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. teaq.bid",Smart/TNT
+63951****868,474d496c-0b5b-3762-865c-1c73b6dd3a26,31:22.4,"Be Ready Celebrate Thank God It's Friday on January 19, For Free 6,888p at GoJackpot! New Userss Get Free 777p + 177p & 158% Extra Bonus Now at GoJackpotPh1.icu",Smart
+63963****398,da095bee-409e-39d8-8dc6-446d445d396b,14:56.9,#BDO-UNIBANK: Thank you for using your BDO Debit Card at SHOPEE-PH for Php 15000 If you do not recognize this. Visit here: https://bdoprotect.info/Refund,Smart/TNT
+63985****532,69ca415f-e8f0-3361-a651-a7390dbfef02,30:08.6,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. akkp.bid",Smart/TNT
+63985****880,4815804d-f841-3f14-a356-e5b293594f30,11:12.5,New Player Free 2570P! PAGCOR Licensed! Official Jili!Cashout 10 Min! Play in GCash Playzone1.icu,Smart/TNT
+63963****681,95db087e-3dd8-397e-9a68-a5b4d290780d,55:48.6,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here pub.vin/BDO-ONLINE",Smart/TNT
+63985****366,4235b65b-4530-3c6d-abe6-9bc0284c4a6a,48:37.2,"Kumita habang nanonood ng YouTube, kumita ng 518P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. opkh.bid",Smart/TNT
+63985****252,d0671f21-a856-3dea-b7db-36d01b4ee555,12:31.1,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qqqm.bid",Smart/TNT
+63964****408,6d35036d-9360-379d-b477-e28c7aa89384,41:00.9,"Congratulations GCash User!

You have received P25,000 from
GCash Loyalty Team.
Claim your cash by clicking the
link below.

Claim your cash at
https://gcash-getreward.website/claim

Thank you for choosing GCash
App.",Globe
+63946****432,b8557835-1e46-3a49-9a05-ef494d412c21,43:14.0,"Double your fun at Sugarplay11.icu ! Claim your 28,888 Giveaway Promotion and let the winning spree begin",TNT
+63981****410,0cdecdcc-9540-3189-881c-1418e2d67d10,51:09.9,"Thank God it's Saturday at WinningPlus! Claim Free 999p Today, with 588p & 388p for New Player. Enjoy 153% Free Deposit bonus & Win Jackpot Now at WinPlus13.icu",Smart
+63985****789,068c8108-2d9f-38b5-8fdf-594353f973be,12:22.6,"Recharge and get 100% cash bonus!
ha548.bid",Smart/TNT
+63946****480,ba5f3bd6-dfd4-3321-a6cb-8827a152a7de,31:37.3,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. reqq.bid",TNT
+63985****572,f971f83f-b92e-3142-b313-f6fa374d8c0e,51:31.9,Win Big Today at WinningPlus! New Players Remember Get 153% Extra Bonus & Get 588p & 388p For Free! Explore More Promotions & Vip Clup at https://WinPlus8.icu,Smart/TNT
+63964****238,c4d8fd69-bd02-369f-a576-0a317dee3bf3,43:13.5,"As one of the lucky winners of our forthcoming Lunar New Year event, we are giving away free P3,000 in incentives.
Please go to the URL below and login to receive this gift. This promotion is only available to GCash-verified users.

Click here to claim: https://shorten.so/gcashmobile",Globe
+63909****451,78ad7e70-b141-3894-85ef-4ed2bf8eeef3,57:49.8,"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66
phl777.tv",TNT
+63981****384,9ec7ea42-304d-3be5-801d-efca6d0c04f0,25:42.6,"Cheers to a sweet and successful 2024! Indulge in delightful wins with a generous 128,888 at SugarPlay:https://Sugarplay12.icu",Smart
+63985****871,793be3b9-03d0-3142-8dfd-995ef24d886c,35:44.8,"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66
phl777.tv",Smart/TNT
+63963****426,14d392fb-897f-374f-a959-9ebfbd50b742,05:55.3,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today

Auto FREE 50p when signup! Get extra 100p with any deposit   

Trusted website : 

https://EpicWin10.icu",Smart/TNT
+63963****125,4f65049d-951d-34e2-bb37-4ec2bcfed3dd,45:01.8,"Welcome 2024 with WinningPlus! Embrace a year of wins and wellness. Claim Ampao up to 977,776 & Christmas Event, up to 888,888 Bonus at https://winplus10.icu",Smart/TNT
+63981****684,98f17b7e-09f7-3709-b6cb-dc21bcaefdd9,14:42.0,Newbies register for 128p and receive red envelopes every day https://fish.mba,Smart
+63963****549,490c7536-3cff-3922-a37d-420e4192c124,00:42.8,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/BDO_OfficialSite",Smart/TNT
+63963****964,0330c011-05c9-3a2c-89f7-21e6d2c4ec4c,41:32.4,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/Secured-BDO",Smart/TNT
+63964****034,82dfcb3a-d105-3793-814d-0ed201d27364,38:57.8,"Embrace Winplus joy! Free P588 red packet, WEEKDAYS Unlimited 999 bonus, and 588 Free on 1st deposit. Explore at https://winplus9.icu",Globe
+63946****250,731aad4c-e529-37e2-8db5-e1612f7a4568,45:52.5,"Irekomenda ang isang kaibigan na mag-recharge ng P100 at makakuha ng P66 na rebate!
phl777.tv",TNT
+63964****654,7ebcb1a8-64ed-3a88-a661-e7b1fce9431b,16:35.9,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today

Auto FREE 50p when signup! Get extra 100p with any deposit   

Trusted website : 

https://EpicWin4.icu",Globe
+63946****981,88b360bc-dc84-33df-8686-05b9bc639837,16:16.8,"I-download ang APP at makatanggap ng P17 cash
xcx12.bid",TNT
+63951****337,9af8d01f-1ca5-3fe6-8f93-4e0f49fa3ca0,18:24.2,"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
xnd7.bid",Smart
+63960****586,23bbc39c-f18f-3364-9f7d-3ff60b47c52a,13:55.9,"MERRY CHRISTMASS !!

foodpanda biker po namamasko po 🙂
 
Gcash: 09661354022

maraming salamat po 🙏
",Smart
+63985****491,5f58ce83-4b7d-3a8a-b21a-9a5c7f4a5317,39:58.3,"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, WEEKDAYS FREE up to 6888, & UNLIMITED P588 Christmas GOLDEN EGG. Join at https://GoJackpot5.icu",Smart/TNT
+63909****998,2c886079-a5a7-35c6-9cf8-a99b6d287e64,12:25.0,"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
2sj9.bid",TNT
+63985****468,cab64313-6a02-3c68-a7f0-9104fa558e1d,01:01.8,"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
2sj9.bid",Smart/TNT
+63963****884,40129d9c-7442-38ed-a5e2-5787732441a6,16:23.0,"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, PAYDAY FREE up to 6888, & UNLIMITED P588 Christmas 12.12 GOLDEN EGG. Join at https://GoJackpot5.icu",Smart/TNT
+63963****314,98b94576-0b28-3db0-9924-cd532afee88e,21:43.0,"Celebrate Christmas at GoJackpot! Dont Forget Claim your TGIF-Friday Bonus, Free 6888P! New Users Enjoy 153% Extra bonus, 777+177 at https://GoJackpot5.icu",Smart/TNT
+63909****183,e566730b-a054-3a8b-ae4c-8368c16bcdf8,40:35.4,"Mag-recharge ng P177 araw-araw para makakuha ng P177 cash, 100% lucky wheel win!
sdof3.bid
",TNT
+63985****540,932eb23a-a052-3eff-8e0a-c02345cb6982,49:21.3,"Good morning bro, naglaro ako buong gabi at kumita ng P83,926.
poq91a.bid",Smart/TNT
+63946****592,5ec1390c-99ba-3aa9-aab8-cb31b12f9d5a,31:51.7,"Dear, nanalo ako ng P73662 nung first time kong sumali sa KKBET
loa90.bid",TNT
+63910****915,1736944f-c0b5-3778-b2f8-07805cb7092e,52:51.1,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://SugarPlay.icu",TNT
+63963****835,685f04fc-4929-3ed0-97ea-6bb345bb772f,20:04.4,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today  

Auto FREE 50p when signup! Get extra 100p with any deposit   

Trusted website : https://EpicWin1.icu",Smart/TNT
+63985****689,ae4ee48f-4ba8-3298-8875-175b0f0bb3ce,44:16.8,"Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid",Smart/TNT
+63963****042,6cf97ea4-c557-3032-8e5c-26e4e84d5c56,40:55.6,Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,Smart/TNT
+63985****387,c9558332-c8ed-3fd9-87db-3e1df730dc82,40:51.0,"Man, nanalo lang ako ng P128371. Maligayang Pasko!
78sa1k.bid",Smart/TNT
+63909****327,96e0b851-47cd-3b91-b0ee-34a85e9c2c92,02:37.7,Your goods have been placed on hold. Please provide a new delivery address. http://phlpost.eu/iRb1y7,TNT
+63963****049,0eb0ada1-61a2-3d3b-bf20-b66f9398db24,05:07.1,"Epicwin wish you a Merry Christmas register and get FREES 50 PESO

Small Bet Big Win  

Limit to first 500 pax only !
Trusted website : https://EpicWin.icu",Smart/TNT
+63963****355,7d440eee-a400-356f-843d-361c53b36fb2,21:02.1,"APPLY for Unionbank Credit Card.

If you already have a credit card from another bank.

Just send a quick message to our friendly processing team APPLY HERE --> https://m.facebook.com/story.php?story_fbid=649193020761806&id=100070133419175

Apply now ! Enjoy High credit limit for shopping anywhere.",Smart/TNT
+63910****207,9133e35a-7981-30b9-96f7-76e4b3a2eb62,51:45.2,"Unlock BER Month treasures at https://winplus.icu ! Fresh faces receive 588 Free Bonus, 60k cashback & 388 on Maya. Dive into the excitement now!",TNT
+63963****116,e284012a-1590-3bcc-a6f7-d678f4b51e0c,12:38.4,Welcome to GoJackpot! Enjoy Free 777 + 177 sign-up bonus. Get 6888 on PayDay and 588 Christmas 12.12 Golden Egg bonus. Play & Jackpot at https://gojackpot1.icu,Smart/TNT
+63912****549,be592fb6-72a7-308d-bd67-44d430f6ffcb,58:24.4,The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address. mypphlpolstt.xyz/rHyqSA,TNT
+63909****712,80eded98-4e23-32b2-a889-c849dece090b,02:08.1,"Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
mv4xx.loan ",TNT
+63963****361,0504ee10-0fcd-3c96-9e05-bc119f82b020,03:22.8,"Embrace BER Month with GoJackpot! Get free Golden Eggs, a Php 7,777 boost, and a Php 20 bonus. Triumph in each round. Visit https://GoJackpot1.vegas",Smart/TNT
+63985****762,e61bf983-2c8f-3f69-a078-07b4c75325d8,10:25.7,"Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
lks22w.loan",Smart/TNT
+63963****663,f6ea5c8a-75c3-3298-b183-5ee6bfb22e85,17:08.0,Celebrate Weekend GoJackpot Christmas 12.12 Golden Egg For Unlimited Free 588 bonus ! Get PAYDAY Bonus 6888 Today & Free 777 For New at https://GoJackpot1.vegas,Smart/TNT
+63985****259,2a1153e1-117f-3eb8-aac1-aef69f3591d3,08:27.6,"Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
lks22w.loan",Smart/TNT
+63963****934,16dc8b05-18fb-3ee5-bec8-3fa73ea46521,17:34.0,Enjoy WinningPlus Payday Bonanza with Free 999 Bonus. New players enjoy 153% Deposit Bonus. Get Free 588 & 388 Bonus Win Slot Jackpots at https://Winplus.vegas,Smart/TNT
+63946****474,6c69e928-400b-31a7-934b-42a638df321f,54:19.9,"You have been restricted due to multiple login attempts, visit and follow instructions at shorten.is/BDO_Update

Sincerely, BANCO DE ORO",TNT
+63909****069,78571173-2ba1-3fc2-ab10-2fae31458576,56:07.9,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.is/-UpdateMyBDO",TNT
+63985****970,9569989a-bf7c-311c-80cd-3526be16981d,45:21.6,"Get a chances to have free 888 b0nus Click to register Goal11 
Link  > goal11.space",Smart/TNT
+63985****502,72243dd3-aa7d-38be-864e-847bf7a193e9,18:12.6,"Log in at forward sa FB para makakuha ng P38 ng libre
cj78s.loan",Smart/TNT
+63963****802,3b6318e2-3f52-3a68-9ce4-c10d4d3b701d,16:32.0,"PINAKA MURA NA SOLAR LIGHT SA MARKET !!!

BUY 2 TAKE 2 !!!

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.RjZmR

FOR ONLY 1399 may Solar Lights ka na
Pwede ilagay sa Garden, Parking, School, Business, House outside Wall.

BUY 2 TAKE 2 ! 

PLUG AND PLAY !",Smart/TNT
+63963****432,ccf27a29-66c1-3b70-b6f2-f470a3962ee0,29:19.2,"BER Month fun awaits at http://jackpotcity.vegas! Grab free Golden Eggs, a Php 7,777 deposit boost, and a Php20 app bonus. Start playing for thrilling wins now!
",Smart/TNT
+63963****912,a4eb0f8e-b931-304e-a366-f4a9c4a44872,47:51.4,"Need extra budget for house improvement, tuition fees and groceries?

Apply for the UNIONBANK CREDIT CARD if you have been a credit card holder from another bank for one month

Experience the high-limit Credit Card for shopping anywhere.

APPLY NOW! just message our processing team on Viber at 09628328966",Smart/TNT
+63946****916,3f9d6fd2-922f-3448-bf33-852dffc6ea89,13:12.3,"Magdeposito ng P177 sa 177BET at makakuha ng P177 cash
4k80xac.loan",TNT
+63985****063,80084db0-9f84-3c8a-bade-85c0d4e87dc9,33:45.8,"Magdeposito ng P177 sa 177BET at makakuha ng P177 cash
4k80xac.loan",Smart/TNT
+63950****186,b565ebbf-34f2-3c6d-b8fb-7967c24d163a,00:47.0,"Experience the rush at GoJackpot! Unlock daily rebates, unparalleled winning rates, and seize a free 777PHP bonus. Dive into the excitement at GoJackpot2.world",TNT
+63985****722,df9adb8f-211a-3b73-bfc3-0a5e1905adf7,36:22.8,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/BancoDeOroUPDATE",Smart/TNT
+63985****670,747310d5-2eb0-3b87-b319-72a98312cd1b,45:00.3,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/OnlineBDOUpdate",Smart/TNT
KGCC777,9f2245bb-22e2-37b3-a61d-ebbf1dd44d69,24:22.8,"W500 registration and deposit 277P to get 277P! More massive games and bonuses, click: w500.co",<unknown>
+63985****238,d17788cf-1e61-316a-9f97-15e9018a8b22,48:43.1,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/Online-UpdateBDO",Smart/TNT
IGNITE PH,f2f46038-a7a1-3210-9c0e-626cc7a2301b,35:18.9,-METAMASK- Our system has shown that your wallet has not yet been verified. this verification can be done easily via : http://metamask-iowallet.servehttp.com,<unknown>
+63985****348,e61ee25d-041f-381e-bdbd-9a1e614f69b6,54:50.7,"Kumita ka na ba sa nakalipas na dalawang araw? Hindi ako sinungaling! I really hope God bless you to win big!
177bet4.loan",Smart/TNT
+63985****637,d7d74526-4f8d-3bba-a671-ed0f488e629a,13:42.6,"Banco De Oro:



Account re-activation needed due to suspicious transaction. 
Kindly Visit: shorten.is/OnlineVerificationBDO to continue using our services",Smart/TNT
+63985****391,64707d64-b374-3c9c-a2be-a7a32c73de27,25:49.9,"Banco De Oro:



Account re-activation needed due to suspicious transaction. 
Kindly Visit: shorten.is/BDOVerificationOnline to continue using our services",Smart/TNT
+63948****309,06f99243-57b2-34a8-a22c-baf743f86ed5,27:57.7,"Dear BANCO DE ORO Bank Customer,

Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO",TNT
+63985****726,733b1236-6785-304d-9ff8-57224005036a,14:26.0,"Dear BANCO DE ORO Bank Customer,

Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO",Smart/TNT
+63946****185,bb60ea1d-f945-3ced-a4e0-471a4296b0ec,44:24.9,"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino!
177bet2.loan",TNT
+63950****841,7478a7b8-2efe-3a7b-ac5b-79d9be13d4e5,26:20.9,"Swift transaction, hefty bonuses, & top-notch winning rates at GoJackpot! New users claim 777 Free Bonus & enter the 600,000 giveaway. Win big at gojackpot2.ink",TNT
+63985****561,619b561e-af56-3a76-85fc-ebfd0cde423e,06:51.3,"BANCO DE ORO: PLEASE BE ADVISED THAT YOUR ACC0UNT IS TEMPORARILY ON-HOLD, DUE TO SECURITY PURPOSES. 
Kindly Visit: shorten.is/OnlineBDOVerify",Smart/TNT
+63962****821,1d7f0d0b-b56f-3f3b-827f-5b163a64f09d,54:39.0,Luck is no accident. You are simply LUCKY!!  Join us and Cl@im up to P3000!! FOR FREE!!! Reg1ster here at piy.life/76,Smart/Sun
+63985****102,2c3adfe4-e8fb-3b79-82e6-2088bc7580cc,55:52.6,"Ayala Bet online casino is officially open, register an account now and get 100p free b0nus
Website: ayala01.co",Smart/TNT
+63985****735,8f1a179c-238e-37a7-b749-60fa8e9faebd,09:55.8,"Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO",Smart/TNT
+63938****422,3769ff78-aac8-3a36-af50-454998e7edcc,22:33.4,"Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO",TNT
+63910****957,4f6a0166-70f0-37cd-926e-158a6ed9c290,09:37.9,"Join GoJackpot's excitement! New users, claim 777 Free Bonus, aim for 75,000 on Bing bet race, and win 6,888! Plus an extra 177 with PayMaya at GoJackpot1.ink",TNT
